source synth/list_parts.tcl
# puts [format "%-24s %-14s %-8s %s" PART PACKAGE SPEED DEVICE]
PART                     PACKAGE        SPEED    DEVICE
# foreach part [lsort [get_parts]] {
#     set pkg    [get_property PACKAGE     [get_parts $part]]
#     set speed  [get_property SPEED       [get_parts $part]]
#     set device [get_property DEVICE      [get_parts $part]]
#     puts [format "%-24s %-14s %-8s %s" $part $pkg $speed $device]
# }
xcvu095-ffvc2104-3-e     ffvc2104       -3       xcvu095
xcvu095-ffvd1517-1-i     ffvd1517       -1       xcvu095
xcvu095-ffvd1517-1H-e    ffvd1517       -1H      xcvu095
xcvu095-ffvd1517-1HV-e   ffvd1517       -1HV     xcvu095
xcvu095-ffvd1517-2-e     ffvd1517       -2       xcvu095
xcvu095-ffvd1517-2-i     ffvd1517       -2       xcvu095
xcvu095-ffvd1517-3-e     ffvd1517       -3       xcvu095
xcvu095_CIV-ffva2104-1-i ffva2104       -1       xcvu095_CIV
xcvu095_CIV-ffva2104-1H-e ffva2104       -1H      xcvu095_CIV
xcvu095_CIV-ffva2104-1HV-e ffva2104       -1HV     xcvu095_CIV
xcvu095_CIV-ffva2104-2-e ffva2104       -2       xcvu095_CIV
xcvu095_CIV-ffva2104-2-i ffva2104       -2       xcvu095_CIV
xcvu095_CIV-ffva2104-3-e ffva2104       -3       xcvu095_CIV
xcvu095_CIV-ffvb1760-1-i ffvb1760       -1       xcvu095_CIV
xcvu095_CIV-ffvb1760-1H-e ffvb1760       -1H      xcvu095_CIV
xcvu095_CIV-ffvb1760-1HV-e ffvb1760       -1HV     xcvu095_CIV
xcvu095_CIV-ffvb1760-2-e ffvb1760       -2       xcvu095_CIV
xcvu095_CIV-ffvb1760-2-i ffvb1760       -2       xcvu095_CIV
xcvu095_CIV-ffvb1760-3-e ffvb1760       -3       xcvu095_CIV
xcvu095_CIV-ffvb2104-1-i ffvb2104       -1       xcvu095_CIV
xcvu095_CIV-ffvb2104-1H-e ffvb2104       -1H      xcvu095_CIV
xcvu095_CIV-ffvb2104-1HV-e ffvb2104       -1HV     xcvu095_CIV
xcvu095_CIV-ffvb2104-2-e ffvb2104       -2       xcvu095_CIV
xcvu095_CIV-ffvb2104-2-i ffvb2104       -2       xcvu095_CIV
xcvu095_CIV-ffvb2104-3-e ffvb2104       -3       xcvu095_CIV
xcvu095_CIV-ffvc1517-1-i ffvc1517       -1       xcvu095_CIV
xcvu095_CIV-ffvc1517-1H-e ffvc1517       -1H      xcvu095_CIV
xcvu095_CIV-ffvc1517-1HV-e ffvc1517       -1HV     xcvu095_CIV
xcvu095_CIV-ffvc1517-2-e ffvc1517       -2       xcvu095_CIV
xcvu095_CIV-ffvc1517-2-i ffvc1517       -2       xcvu095_CIV
xcvu095_CIV-ffvc1517-3-e ffvc1517       -3       xcvu095_CIV
xcvu095_CIV-ffvc2104-1-i ffvc2104       -1       xcvu095_CIV
xcvu095_CIV-ffvc2104-1H-e ffvc2104       -1H      xcvu095_CIV
xcvu095_CIV-ffvc2104-1HV-e ffvc2104       -1HV     xcvu095_CIV
xcvu095_CIV-ffvc2104-2-e ffvc2104       -2       xcvu095_CIV
xcvu095_CIV-ffvc2104-2-i ffvc2104       -2       xcvu095_CIV
xcvu095_CIV-ffvc2104-3-e ffvc2104       -3       xcvu095_CIV
xcvu095_CIV-ffvd1517-1-i ffvd1517       -1       xcvu095_CIV
xcvu095_CIV-ffvd1517-1H-e ffvd1517       -1H      xcvu095_CIV
xcvu095_CIV-ffvd1517-1HV-e ffvd1517       -1HV     xcvu095_CIV
xcvu095_CIV-ffvd1517-2-e ffvd1517       -2       xcvu095_CIV
xcvu095_CIV-ffvd1517-2-i ffvd1517       -2       xcvu095_CIV
xcvu095_CIV-ffvd1517-3-e ffvd1517       -3       xcvu095_CIV
xcvu11p-flga2577-1-e     flga2577       -1       xcvu11p
xcvu11p-flga2577-1-i     flga2577       -1       xcvu11p
xcvu11p-flga2577-2-e     flga2577       -2       xcvu11p
xcvu11p-flga2577-2-i     flga2577       -2       xcvu11p
xcvu11p-flga2577-2L-e    flga2577       -2L      xcvu11p
xcvu11p-flga2577-2LV-e   flga2577       -2LV     xcvu11p
xcvu11p-flga2577-3-e     flga2577       -3       xcvu11p
xcvu11p-flgb2104-1-e     flgb2104       -1       xcvu11p
xcvu11p-flgb2104-1-i     flgb2104       -1       xcvu11p
xcvu11p-flgb2104-2-e     flgb2104       -2       xcvu11p
xcvu11p-flgb2104-2-i     flgb2104       -2       xcvu11p
xcvu11p-flgb2104-2L-e    flgb2104       -2L      xcvu11p
xcvu11p-flgb2104-2LV-e   flgb2104       -2LV     xcvu11p
xcvu11p-flgb2104-3-e     flgb2104       -3       xcvu11p
xcvu11p-flgc2104-1-e     flgc2104       -1       xcvu11p
xcvu11p-flgc2104-1-i     flgc2104       -1       xcvu11p
xcvu11p-flgc2104-2-e     flgc2104       -2       xcvu11p
xcvu11p-flgc2104-2-i     flgc2104       -2       xcvu11p
xcvu11p-flgc2104-2L-e    flgc2104       -2L      xcvu11p
xcvu11p-flgc2104-2LV-e   flgc2104       -2LV     xcvu11p
xcvu11p-flgc2104-3-e     flgc2104       -3       xcvu11p
xcvu11p-flgf1924-1-e     flgf1924       -1       xcvu11p
xcvu11p-flgf1924-1-i     flgf1924       -1       xcvu11p
xcvu11p-flgf1924-2-e     flgf1924       -2       xcvu11p
xcvu11p-flgf1924-2-i     flgf1924       -2       xcvu11p
xcvu11p-flgf1924-2L-e    flgf1924       -2L      xcvu11p
xcvu11p-flgf1924-2LV-e   flgf1924       -2LV     xcvu11p
xcvu11p-flgf1924-3-e     flgf1924       -3       xcvu11p
xcvu11p-fsgd2104-1-e     fsgd2104       -1       xcvu11p
xcvu11p-fsgd2104-1-i     fsgd2104       -1       xcvu11p
xcvu11p-fsgd2104-2-e     fsgd2104       -2       xcvu11p
xcvu11p-fsgd2104-2-i     fsgd2104       -2       xcvu11p
xcvu11p-fsgd2104-2L-e    fsgd2104       -2L      xcvu11p
xcvu11p-fsgd2104-2LV-e   fsgd2104       -2LV     xcvu11p
xcvu11p-fsgd2104-3-e     fsgd2104       -3       xcvu11p
xcvu11p_CIV-flga2577-1-e flga2577       -1       xcvu11p_CIV
xcvu11p_CIV-flga2577-1-i flga2577       -1       xcvu11p_CIV
xcvu11p_CIV-flga2577-2-e flga2577       -2       xcvu11p_CIV
xcvu11p_CIV-flga2577-2-i flga2577       -2       xcvu11p_CIV
xcvu11p_CIV-flga2577-2L-e flga2577       -2L      xcvu11p_CIV
xcvu11p_CIV-flga2577-2LV-e flga2577       -2LV     xcvu11p_CIV
xcvu11p_CIV-flga2577-3-e flga2577       -3       xcvu11p_CIV
xcvu11p_CIV-flgb2104-1-e flgb2104       -1       xcvu11p_CIV
xcvu11p_CIV-flgb2104-1-i flgb2104       -1       xcvu11p_CIV
xcvu11p_CIV-flgb2104-2-e flgb2104       -2       xcvu11p_CIV
xcvu11p_CIV-flgb2104-2-i flgb2104       -2       xcvu11p_CIV
xcvu11p_CIV-flgb2104-2L-e flgb2104       -2L      xcvu11p_CIV
xcvu11p_CIV-flgb2104-2LV-e flgb2104       -2LV     xcvu11p_CIV
xcvu11p_CIV-flgb2104-3-e flgb2104       -3       xcvu11p_CIV
xcvu11p_CIV-flgc2104-1-e flgc2104       -1       xcvu11p_CIV
xcvu11p_CIV-flgc2104-1-i flgc2104       -1       xcvu11p_CIV
xcvu11p_CIV-flgc2104-2-e flgc2104       -2       xcvu11p_CIV
xcvu11p_CIV-flgc2104-2-i flgc2104       -2       xcvu11p_CIV
xcvu11p_CIV-flgc2104-2L-e flgc2104       -2L      xcvu11p_CIV
xcvu11p_CIV-flgc2104-2LV-e flgc2104       -2LV     xcvu11p_CIV
xcvu11p_CIV-flgc2104-3-e flgc2104       -3       xcvu11p_CIV
xcvu11p_CIV-flgf1924-1-e flgf1924       -1       xcvu11p_CIV
xcvu11p_CIV-flgf1924-1-i flgf1924       -1       xcvu11p_CIV
xcvu11p_CIV-flgf1924-2-e flgf1924       -2       xcvu11p_CIV
xcvu11p_CIV-flgf1924-2-i flgf1924       -2       xcvu11p_CIV
xcvu11p_CIV-flgf1924-2L-e flgf1924       -2L      xcvu11p_CIV
xcvu11p_CIV-flgf1924-2LV-e flgf1924       -2LV     xcvu11p_CIV
xcvu11p_CIV-flgf1924-3-e flgf1924       -3       xcvu11p_CIV
xcvu11p_CIV-fsgd2104-1-e fsgd2104       -1       xcvu11p_CIV
xcvu11p_CIV-fsgd2104-1-i fsgd2104       -1       xcvu11p_CIV
xcvu11p_CIV-fsgd2104-2-e fsgd2104       -2       xcvu11p_CIV
xcvu11p_CIV-fsgd2104-2-i fsgd2104       -2       xcvu11p_CIV
xcvu11p_CIV-fsgd2104-2L-e fsgd2104       -2L      xcvu11p_CIV
xcvu11p_CIV-fsgd2104-2LV-e fsgd2104       -2LV     xcvu11p_CIV
xcvu11p_CIV-fsgd2104-3-e fsgd2104       -3       xcvu11p_CIV
xcvu125-flva2104-1-i     flva2104       -1       xcvu125
xcvu125-flva2104-1H-e    flva2104       -1H      xcvu125
xcvu125-flva2104-1HV-e   flva2104       -1HV     xcvu125
xcvu125-flva2104-2-e     flva2104       -2       xcvu125
xcvu125-flva2104-2-i     flva2104       -2       xcvu125
xcvu125-flva2104-3-e     flva2104       -3       xcvu125
xcvu125-flvb1760-1-i     flvb1760       -1       xcvu125
xcvu125-flvb1760-1H-e    flvb1760       -1H      xcvu125
xcvu125-flvb1760-1HV-e   flvb1760       -1HV     xcvu125
xcvu125-flvb1760-2-e     flvb1760       -2       xcvu125
xcvu125-flvb1760-2-i     flvb1760       -2       xcvu125
xcvu125-flvb1760-3-e     flvb1760       -3       xcvu125
xcvu125-flvb2104-1-i     flvb2104       -1       xcvu125
xcvu125-flvb2104-1H-e    flvb2104       -1H      xcvu125
xcvu125-flvb2104-1HV-e   flvb2104       -1HV     xcvu125
xcvu125-flvb2104-2-e     flvb2104       -2       xcvu125
xcvu125-flvb2104-2-i     flvb2104       -2       xcvu125
xcvu125-flvb2104-3-e     flvb2104       -3       xcvu125
xcvu125-flvc2104-1-i     flvc2104       -1       xcvu125
xcvu125-flvc2104-1H-e    flvc2104       -1H      xcvu125
xcvu125-flvc2104-1HV-e   flvc2104       -1HV     xcvu125
xcvu125-flvc2104-2-e     flvc2104       -2       xcvu125
xcvu125-flvc2104-2-i     flvc2104       -2       xcvu125
xcvu125-flvc2104-3-e     flvc2104       -3       xcvu125
xcvu125-flvd1517-1-i     flvd1517       -1       xcvu125
xcvu125-flvd1517-1H-e    flvd1517       -1H      xcvu125
xcvu125-flvd1517-1HV-e   flvd1517       -1HV     xcvu125
xcvu125-flvd1517-2-e     flvd1517       -2       xcvu125
xcvu125-flvd1517-2-i     flvd1517       -2       xcvu125
xcvu125-flvd1517-3-e     flvd1517       -3       xcvu125
xcvu125_CIV-flva2104-1-i flva2104       -1       xcvu125_CIV
xcvu125_CIV-flva2104-1H-e flva2104       -1H      xcvu125_CIV
xcvu125_CIV-flva2104-1HV-e flva2104       -1HV     xcvu125_CIV
xcvu125_CIV-flva2104-2-e flva2104       -2       xcvu125_CIV
xcvu125_CIV-flva2104-2-i flva2104       -2       xcvu125_CIV
xcvu125_CIV-flva2104-3-e flva2104       -3       xcvu125_CIV
xcvu125_CIV-flvb1760-1-i flvb1760       -1       xcvu125_CIV
xcvu125_CIV-flvb1760-1H-e flvb1760       -1H      xcvu125_CIV
xcvu125_CIV-flvb1760-1HV-e flvb1760       -1HV     xcvu125_CIV
xcvu125_CIV-flvb1760-2-e flvb1760       -2       xcvu125_CIV
xcvu125_CIV-flvb1760-2-i flvb1760       -2       xcvu125_CIV
xcvu125_CIV-flvb1760-3-e flvb1760       -3       xcvu125_CIV
xcvu125_CIV-flvb2104-1-i flvb2104       -1       xcvu125_CIV
xcvu125_CIV-flvb2104-1H-e flvb2104       -1H      xcvu125_CIV
xcvu125_CIV-flvb2104-1HV-e flvb2104       -1HV     xcvu125_CIV
xcvu125_CIV-flvb2104-2-e flvb2104       -2       xcvu125_CIV
xcvu125_CIV-flvb2104-2-i flvb2104       -2       xcvu125_CIV
xcvu125_CIV-flvb2104-3-e flvb2104       -3       xcvu125_CIV
xcvu125_CIV-flvc2104-1-i flvc2104       -1       xcvu125_CIV
xcvu125_CIV-flvc2104-1H-e flvc2104       -1H      xcvu125_CIV
xcvu125_CIV-flvc2104-1HV-e flvc2104       -1HV     xcvu125_CIV
xcvu125_CIV-flvc2104-2-e flvc2104       -2       xcvu125_CIV
xcvu125_CIV-flvc2104-2-i flvc2104       -2       xcvu125_CIV
xcvu125_CIV-flvc2104-3-e flvc2104       -3       xcvu125_CIV
xcvu125_CIV-flvd1517-1-i flvd1517       -1       xcvu125_CIV
xcvu125_CIV-flvd1517-1H-e flvd1517       -1H      xcvu125_CIV
xcvu125_CIV-flvd1517-1HV-e flvd1517       -1HV     xcvu125_CIV
xcvu125_CIV-flvd1517-2-e flvd1517       -2       xcvu125_CIV
xcvu125_CIV-flvd1517-2-i flvd1517       -2       xcvu125_CIV
xcvu125_CIV-flvd1517-3-e flvd1517       -3       xcvu125_CIV
xcvu13p-fhga2104-1-e     fhga2104       -1       xcvu13p
xcvu13p-fhga2104-1-i     fhga2104       -1       xcvu13p
xcvu13p-fhga2104-2-e     fhga2104       -2       xcvu13p
xcvu13p-fhga2104-2-i     fhga2104       -2       xcvu13p
xcvu13p-fhga2104-2L-e    fhga2104       -2L      xcvu13p
xcvu13p-fhga2104-2LV-e   fhga2104       -2LV     xcvu13p
xcvu13p-fhga2104-3-e     fhga2104       -3       xcvu13p
xcvu13p-fhgb2104-1-e     fhgb2104       -1       xcvu13p
xcvu13p-fhgb2104-1-i     fhgb2104       -1       xcvu13p
xcvu13p-fhgb2104-2-e     fhgb2104       -2       xcvu13p
xcvu13p-fhgb2104-2-i     fhgb2104       -2       xcvu13p
xcvu13p-fhgb2104-2L-e    fhgb2104       -2L      xcvu13p
xcvu13p-fhgb2104-2LV-e   fhgb2104       -2LV     xcvu13p
xcvu13p-fhgb2104-3-e     fhgb2104       -3       xcvu13p
xcvu13p-fhgc2104-1-e     fhgc2104       -1       xcvu13p
xcvu13p-fhgc2104-1-i     fhgc2104       -1       xcvu13p
xcvu13p-fhgc2104-2-e     fhgc2104       -2       xcvu13p
xcvu13p-fhgc2104-2-i     fhgc2104       -2       xcvu13p
xcvu13p-fhgc2104-2L-e    fhgc2104       -2L      xcvu13p
xcvu13p-fhgc2104-2LV-e   fhgc2104       -2LV     xcvu13p
xcvu13p-fhgc2104-3-e     fhgc2104       -3       xcvu13p
xcvu13p-figd2104-1-e     figd2104       -1       xcvu13p
xcvu13p-figd2104-1-i     figd2104       -1       xcvu13p
xcvu13p-figd2104-2-e     figd2104       -2       xcvu13p
xcvu13p-figd2104-2-i     figd2104       -2       xcvu13p
xcvu13p-figd2104-2L-e    figd2104       -2L      xcvu13p
xcvu13p-figd2104-2LV-e   figd2104       -2LV     xcvu13p
xcvu13p-figd2104-3-e     figd2104       -3       xcvu13p
xcvu13p-flga2577-1-e     flga2577       -1       xcvu13p
xcvu13p-flga2577-1-i     flga2577       -1       xcvu13p
xcvu13p-flga2577-2-e     flga2577       -2       xcvu13p
xcvu13p-flga2577-2-i     flga2577       -2       xcvu13p
xcvu13p-flga2577-2L-e    flga2577       -2L      xcvu13p
xcvu13p-flga2577-2LV-e   flga2577       -2LV     xcvu13p
xcvu13p-flga2577-3-e     flga2577       -3       xcvu13p
xcvu13p-fsga2577-1-e     fsga2577       -1       xcvu13p
xcvu13p-fsga2577-1-i     fsga2577       -1       xcvu13p
xcvu13p-fsga2577-2-e     fsga2577       -2       xcvu13p
xcvu13p-fsga2577-2-i     fsga2577       -2       xcvu13p
xcvu13p-fsga2577-2L-e    fsga2577       -2L      xcvu13p
xcvu13p-fsga2577-2LV-e   fsga2577       -2LV     xcvu13p
xcvu13p-fsga2577-3-e     fsga2577       -3       xcvu13p
xcvu13p_CIV-fhga2104-1-e fhga2104       -1       xcvu13p_CIV
xcvu13p_CIV-fhga2104-1-i fhga2104       -1       xcvu13p_CIV
xcvu13p_CIV-fhga2104-2-e fhga2104       -2       xcvu13p_CIV
xcvu13p_CIV-fhga2104-2-i fhga2104       -2       xcvu13p_CIV
xcvu13p_CIV-fhga2104-2L-e fhga2104       -2L      xcvu13p_CIV
xcvu13p_CIV-fhga2104-2LV-e fhga2104       -2LV     xcvu13p_CIV
xcvu13p_CIV-fhga2104-3-e fhga2104       -3       xcvu13p_CIV
xcvu13p_CIV-fhgb2104-1-e fhgb2104       -1       xcvu13p_CIV
xcvu13p_CIV-fhgb2104-1-i fhgb2104       -1       xcvu13p_CIV
xcvu13p_CIV-fhgb2104-2-e fhgb2104       -2       xcvu13p_CIV
xcvu13p_CIV-fhgb2104-2-i fhgb2104       -2       xcvu13p_CIV
xcvu13p_CIV-fhgb2104-2L-e fhgb2104       -2L      xcvu13p_CIV
xcvu13p_CIV-fhgb2104-2LV-e fhgb2104       -2LV     xcvu13p_CIV
xcvu13p_CIV-fhgb2104-3-e fhgb2104       -3       xcvu13p_CIV
xcvu13p_CIV-fhgc2104-1-e fhgc2104       -1       xcvu13p_CIV
xcvu13p_CIV-fhgc2104-1-i fhgc2104       -1       xcvu13p_CIV
xcvu13p_CIV-fhgc2104-2-e fhgc2104       -2       xcvu13p_CIV
xcvu13p_CIV-fhgc2104-2-i fhgc2104       -2       xcvu13p_CIV
xcvu13p_CIV-fhgc2104-2L-e fhgc2104       -2L      xcvu13p_CIV
xcvu13p_CIV-fhgc2104-2LV-e fhgc2104       -2LV     xcvu13p_CIV
xcvu13p_CIV-fhgc2104-3-e fhgc2104       -3       xcvu13p_CIV
xcvu13p_CIV-figd2104-1-e figd2104       -1       xcvu13p_CIV
xcvu13p_CIV-figd2104-1-i figd2104       -1       xcvu13p_CIV
xcvu13p_CIV-figd2104-2-e figd2104       -2       xcvu13p_CIV
xcvu13p_CIV-figd2104-2-i figd2104       -2       xcvu13p_CIV
xcvu13p_CIV-figd2104-2L-e figd2104       -2L      xcvu13p_CIV
xcvu13p_CIV-figd2104-2LV-e figd2104       -2LV     xcvu13p_CIV
xcvu13p_CIV-figd2104-3-e figd2104       -3       xcvu13p_CIV
xcvu13p_CIV-flga2577-1-e flga2577       -1       xcvu13p_CIV
xcvu13p_CIV-flga2577-1-i flga2577       -1       xcvu13p_CIV
xcvu13p_CIV-flga2577-2-e flga2577       -2       xcvu13p_CIV
xcvu13p_CIV-flga2577-2-i flga2577       -2       xcvu13p_CIV
xcvu13p_CIV-flga2577-2L-e flga2577       -2L      xcvu13p_CIV
xcvu13p_CIV-flga2577-2LV-e flga2577       -2LV     xcvu13p_CIV
xcvu13p_CIV-flga2577-3-e flga2577       -3       xcvu13p_CIV
xcvu13p_CIV-fsga2577-1-e fsga2577       -1       xcvu13p_CIV
xcvu13p_CIV-fsga2577-1-i fsga2577       -1       xcvu13p_CIV
xcvu13p_CIV-fsga2577-2-e fsga2577       -2       xcvu13p_CIV
xcvu13p_CIV-fsga2577-2-i fsga2577       -2       xcvu13p_CIV
xcvu13p_CIV-fsga2577-2L-e fsga2577       -2L      xcvu13p_CIV
xcvu13p_CIV-fsga2577-2LV-e fsga2577       -2LV     xcvu13p_CIV
xcvu13p_CIV-fsga2577-3-e fsga2577       -3       xcvu13p_CIV
xcvu160-flgb2104-1-i     flgb2104       -1       xcvu160
xcvu160-flgb2104-1H-e    flgb2104       -1H      xcvu160
xcvu160-flgb2104-1HV-e   flgb2104       -1HV     xcvu160
xcvu160-flgb2104-2-e     flgb2104       -2       xcvu160
xcvu160-flgb2104-2-i     flgb2104       -2       xcvu160
xcvu160-flgb2104-3-e     flgb2104       -3       xcvu160
xcvu160-flgc2104-1-i     flgc2104       -1       xcvu160
xcvu160-flgc2104-1H-e    flgc2104       -1H      xcvu160
xcvu160-flgc2104-1HV-e   flgc2104       -1HV     xcvu160
xcvu160-flgc2104-2-e     flgc2104       -2       xcvu160
xcvu160-flgc2104-2-i     flgc2104       -2       xcvu160
xcvu160-flgc2104-3-e     flgc2104       -3       xcvu160
xcvu160_CIV-flgb2104-1-i flgb2104       -1       xcvu160_CIV
xcvu160_CIV-flgb2104-1H-e flgb2104       -1H      xcvu160_CIV
xcvu160_CIV-flgb2104-1HV-e flgb2104       -1HV     xcvu160_CIV
xcvu160_CIV-flgb2104-2-e flgb2104       -2       xcvu160_CIV
xcvu160_CIV-flgb2104-2-i flgb2104       -2       xcvu160_CIV
xcvu160_CIV-flgb2104-3-e flgb2104       -3       xcvu160_CIV
xcvu160_CIV-flgc2104-1-i flgc2104       -1       xcvu160_CIV
xcvu160_CIV-flgc2104-1H-e flgc2104       -1H      xcvu160_CIV
xcvu160_CIV-flgc2104-1HV-e flgc2104       -1HV     xcvu160_CIV
xcvu160_CIV-flgc2104-2-e flgc2104       -2       xcvu160_CIV
xcvu160_CIV-flgc2104-2-i flgc2104       -2       xcvu160_CIV
xcvu160_CIV-flgc2104-3-e flgc2104       -3       xcvu160_CIV
xcvu190-flga2577-1-i     flga2577       -1       xcvu190
xcvu190-flga2577-1H-e    flga2577       -1H      xcvu190
xcvu190-flga2577-1HV-e   flga2577       -1HV     xcvu190
xcvu190-flga2577-2-e     flga2577       -2       xcvu190
xcvu190-flga2577-2-i     flga2577       -2       xcvu190
xcvu190-flga2577-3-e     flga2577       -3       xcvu190
xcvu190-flgb2104-1-i     flgb2104       -1       xcvu190
xcvu190-flgb2104-1H-e    flgb2104       -1H      xcvu190
xcvu190-flgb2104-1HV-e   flgb2104       -1HV     xcvu190
xcvu190-flgb2104-2-e     flgb2104       -2       xcvu190
xcvu190-flgb2104-2-i     flgb2104       -2       xcvu190
xcvu190-flgb2104-3-e     flgb2104       -3       xcvu190
xcvu190-flgc2104-1-i     flgc2104       -1       xcvu190
xcvu190-flgc2104-1H-e    flgc2104       -1H      xcvu190
xcvu190-flgc2104-1HV-e   flgc2104       -1HV     xcvu190
xcvu190-flgc2104-2-e     flgc2104       -2       xcvu190
xcvu190-flgc2104-2-i     flgc2104       -2       xcvu190
xcvu190-flgc2104-3-e     flgc2104       -3       xcvu190
xcvu190_CIV-flga2577-1-i flga2577       -1       xcvu190_CIV
xcvu190_CIV-flga2577-1H-e flga2577       -1H      xcvu190_CIV
xcvu190_CIV-flga2577-1HV-e flga2577       -1HV     xcvu190_CIV
xcvu190_CIV-flga2577-2-e flga2577       -2       xcvu190_CIV
xcvu190_CIV-flga2577-2-i flga2577       -2       xcvu190_CIV
xcvu190_CIV-flga2577-3-e flga2577       -3       xcvu190_CIV
xcvu190_CIV-flgb2104-1-i flgb2104       -1       xcvu190_CIV
xcvu190_CIV-flgb2104-1H-e flgb2104       -1H      xcvu190_CIV
xcvu190_CIV-flgb2104-1HV-e flgb2104       -1HV     xcvu190_CIV
xcvu190_CIV-flgb2104-2-e flgb2104       -2       xcvu190_CIV
xcvu190_CIV-flgb2104-2-i flgb2104       -2       xcvu190_CIV
xcvu190_CIV-flgb2104-3-e flgb2104       -3       xcvu190_CIV
xcvu190_CIV-flgc2104-1-i flgc2104       -1       xcvu190_CIV
xcvu190_CIV-flgc2104-1H-e flgc2104       -1H      xcvu190_CIV
xcvu190_CIV-flgc2104-1HV-e flgc2104       -1HV     xcvu190_CIV
xcvu190_CIV-flgc2104-2-e flgc2104       -2       xcvu190_CIV
xcvu190_CIV-flgc2104-2-i flgc2104       -2       xcvu190_CIV
xcvu190_CIV-flgc2104-3-e flgc2104       -3       xcvu190_CIV
xcvu19p-fsva3824-1-e     fsva3824       -1       xcvu19p
xcvu19p-fsva3824-2-e     fsva3824       -2       xcvu19p
xcvu19p-fsvb3824-1-e     fsvb3824       -1       xcvu19p
xcvu19p-fsvb3824-2-e     fsvb3824       -2       xcvu19p
xcvu19p_CIV-fsva3824-1-e fsva3824       -1       xcvu19p_CIV
xcvu19p_CIV-fsva3824-2-e fsva3824       -2       xcvu19p_CIV
xcvu19p_CIV-fsvb3824-1-e fsvb3824       -1       xcvu19p_CIV
xcvu19p_CIV-fsvb3824-2-e fsvb3824       -2       xcvu19p_CIV
xcvu23p-fsvj1760-1-e     fsvj1760       -1       xcvu23p
xcvu23p-fsvj1760-1-i     fsvj1760       -1       xcvu23p
xcvu23p-fsvj1760-2-e     fsvj1760       -2       xcvu23p
xcvu23p-fsvj1760-2-i     fsvj1760       -2       xcvu23p
xcvu23p-fsvj1760-2L-e    fsvj1760       -2L      xcvu23p
xcvu23p-fsvj1760-2LV-e   fsvj1760       -2LV     xcvu23p
xcvu23p-fsvj1760-3-e     fsvj1760       -3       xcvu23p
xcvu23p-vsva1365-1-e     vsva1365       -1       xcvu23p
xcvu23p-vsva1365-1-i     vsva1365       -1       xcvu23p
xcvu23p-vsva1365-2-e     vsva1365       -2       xcvu23p
xcvu23p-vsva1365-2-i     vsva1365       -2       xcvu23p
xcvu23p-vsva1365-2L-e    vsva1365       -2L      xcvu23p
xcvu23p-vsva1365-2LV-e   vsva1365       -2LV     xcvu23p
xcvu23p-vsva1365-3-e     vsva1365       -3       xcvu23p
xcvu23p_CIV-fsvj1760-1-e fsvj1760       -1       xcvu23p_CIV
xcvu23p_CIV-fsvj1760-1-i fsvj1760       -1       xcvu23p_CIV
xcvu23p_CIV-fsvj1760-2-e fsvj1760       -2       xcvu23p_CIV
xcvu23p_CIV-fsvj1760-2-i fsvj1760       -2       xcvu23p_CIV
xcvu23p_CIV-fsvj1760-2L-e fsvj1760       -2L      xcvu23p_CIV
xcvu23p_CIV-fsvj1760-2LV-e fsvj1760       -2LV     xcvu23p_CIV
xcvu23p_CIV-fsvj1760-3-e fsvj1760       -3       xcvu23p_CIV
xcvu23p_CIV-vsva1365-1-e vsva1365       -1       xcvu23p_CIV
xcvu23p_CIV-vsva1365-1-i vsva1365       -1       xcvu23p_CIV
xcvu23p_CIV-vsva1365-2-e vsva1365       -2       xcvu23p_CIV
xcvu23p_CIV-vsva1365-2-i vsva1365       -2       xcvu23p_CIV
xcvu23p_CIV-vsva1365-2L-e vsva1365       -2L      xcvu23p_CIV
xcvu23p_CIV-vsva1365-2LV-e vsva1365       -2LV     xcvu23p_CIV
xcvu23p_CIV-vsva1365-3-e vsva1365       -3       xcvu23p_CIV
xcvu27p-figd2104-1-e     figd2104       -1       xcvu27p
xcvu27p-figd2104-1-i     figd2104       -1       xcvu27p
xcvu27p-figd2104-2-e     figd2104       -2       xcvu27p
xcvu27p-figd2104-2-i     figd2104       -2       xcvu27p
xcvu27p-figd2104-2L-e    figd2104       -2L      xcvu27p
xcvu27p-figd2104-2LV-e   figd2104       -2LV     xcvu27p
xcvu27p-figd2104-3-e     figd2104       -3       xcvu27p
xcvu27p-fsga2577-1-e     fsga2577       -1       xcvu27p
xcvu27p-fsga2577-1-i     fsga2577       -1       xcvu27p
xcvu27p-fsga2577-2-e     fsga2577       -2       xcvu27p
xcvu27p-fsga2577-2-i     fsga2577       -2       xcvu27p
xcvu27p-fsga2577-2L-e    fsga2577       -2L      xcvu27p
xcvu27p-fsga2577-2LV-e   fsga2577       -2LV     xcvu27p
xcvu27p-fsga2577-3-e     fsga2577       -3       xcvu27p
xcvu29p-figd2104-1-e     figd2104       -1       xcvu29p
xcvu29p-figd2104-1-i     figd2104       -1       xcvu29p
xcvu29p-figd2104-2-e     figd2104       -2       xcvu29p
xcvu29p-figd2104-2-i     figd2104       -2       xcvu29p
xcvu29p-figd2104-2L-e    figd2104       -2L      xcvu29p
xcvu29p-figd2104-2LV-e   figd2104       -2LV     xcvu29p
xcvu29p-figd2104-3-e     figd2104       -3       xcvu29p
xcvu29p-fsga2577-1-e     fsga2577       -1       xcvu29p
xcvu29p-fsga2577-1-i     fsga2577       -1       xcvu29p
