source synth/list_parts.tcl
# puts [format "%-24s %-14s %-8s %s" PART PACKAGE SPEED DEVICE]
PART                     PACKAGE        SPEED    DEVICE
# foreach part [lsort [get_parts]] {
#     set pkg    [get_property PACKAGE     [get_parts $part]]
#     set speed  [get_property SPEED       [get_parts $part]]
#     set device [get_property DEVICE      [get_parts $part]]
#     puts [format "%-24s %-14s %-8s %s" $part $pkg $speed $device]
# }
xcvu29p-fsga2577-2-e     fsga2577       -2       xcvu29p
xcvu29p-fsga2577-2-i     fsga2577       -2       xcvu29p
xcvu29p-fsga2577-2L-e    fsga2577       -2L      xcvu29p
xcvu29p-fsga2577-2LV-e   fsga2577       -2LV     xcvu29p
xcvu29p-fsga2577-3-e     fsga2577       -3       xcvu29p
xcvu29p_CIV-figd2104-1-e figd2104       -1       xcvu29p_CIV
xcvu29p_CIV-figd2104-1-i figd2104       -1       xcvu29p_CIV
xcvu29p_CIV-figd2104-2-e figd2104       -2       xcvu29p_CIV
xcvu29p_CIV-figd2104-2-i figd2104       -2       xcvu29p_CIV
xcvu29p_CIV-figd2104-2L-e figd2104       -2L      xcvu29p_CIV
xcvu29p_CIV-figd2104-2LV-e figd2104       -2LV     xcvu29p_CIV
xcvu29p_CIV-figd2104-3-e figd2104       -3       xcvu29p_CIV
xcvu29p_CIV-fsga2577-1-e fsga2577       -1       xcvu29p_CIV
xcvu29p_CIV-fsga2577-1-i fsga2577       -1       xcvu29p_CIV
xcvu29p_CIV-fsga2577-2-e fsga2577       -2       xcvu29p_CIV
xcvu29p_CIV-fsga2577-2-i fsga2577       -2       xcvu29p_CIV
xcvu29p_CIV-fsga2577-2L-e fsga2577       -2L      xcvu29p_CIV
xcvu29p_CIV-fsga2577-2LV-e fsga2577       -2LV     xcvu29p_CIV
xcvu29p_CIV-fsga2577-3-e fsga2577       -3       xcvu29p_CIV
xcvu31p-fsvh1924-1-e     fsvh1924       -1       xcvu31p
xcvu31p-fsvh1924-2-e     fsvh1924       -2       xcvu31p
xcvu31p-fsvh1924-2L-e    fsvh1924       -2L      xcvu31p
xcvu31p-fsvh1924-2LV-e   fsvh1924       -2LV     xcvu31p
xcvu31p-fsvh1924-3-e     fsvh1924       -3       xcvu31p
xcvu31p_CIV-fsvh1924-1-e fsvh1924       -1       xcvu31p_CIV
xcvu31p_CIV-fsvh1924-2-e fsvh1924       -2       xcvu31p_CIV
xcvu31p_CIV-fsvh1924-2L-e fsvh1924       -2L      xcvu31p_CIV
xcvu31p_CIV-fsvh1924-2LV-e fsvh1924       -2LV     xcvu31p_CIV
xcvu31p_CIV-fsvh1924-3-e fsvh1924       -3       xcvu31p_CIV
xcvu33p-fsvh2104-1-e     fsvh2104       -1       xcvu33p
xcvu33p-fsvh2104-2-e     fsvh2104       -2       xcvu33p
xcvu33p-fsvh2104-2L-e    fsvh2104       -2L      xcvu33p
xcvu33p-fsvh2104-2LV-e   fsvh2104       -2LV     xcvu33p
xcvu33p-fsvh2104-3-e     fsvh2104       -3       xcvu33p
xcvu33p_CIV-fsvh2104-1-e fsvh2104       -1       xcvu33p_CIV
xcvu33p_CIV-fsvh2104-2-e fsvh2104       -2       xcvu33p_CIV
xcvu33p_CIV-fsvh2104-2L-e fsvh2104       -2L      xcvu33p_CIV
xcvu33p_CIV-fsvh2104-2LV-e fsvh2104       -2LV     xcvu33p_CIV
xcvu33p_CIV-fsvh2104-3-e fsvh2104       -3       xcvu33p_CIV
xcvu35p-fsvh2104-1-e     fsvh2104       -1       xcvu35p
xcvu35p-fsvh2104-2-e     fsvh2104       -2       xcvu35p
xcvu35p-fsvh2104-2L-e    fsvh2104       -2L      xcvu35p
xcvu35p-fsvh2104-2LV-e   fsvh2104       -2LV     xcvu35p
xcvu35p-fsvh2104-3-e     fsvh2104       -3       xcvu35p
xcvu35p-fsvh2892-1-e     fsvh2892       -1       xcvu35p
xcvu35p-fsvh2892-2-e     fsvh2892       -2       xcvu35p
xcvu35p-fsvh2892-2L-e    fsvh2892       -2L      xcvu35p
xcvu35p-fsvh2892-2LV-e   fsvh2892       -2LV     xcvu35p
xcvu35p-fsvh2892-3-e     fsvh2892       -3       xcvu35p
xcvu35p_CIV-fsvh2104-1-e fsvh2104       -1       xcvu35p_CIV
xcvu35p_CIV-fsvh2104-2-e fsvh2104       -2       xcvu35p_CIV
xcvu35p_CIV-fsvh2104-2L-e fsvh2104       -2L      xcvu35p_CIV
xcvu35p_CIV-fsvh2104-2LV-e fsvh2104       -2LV     xcvu35p_CIV
xcvu35p_CIV-fsvh2104-3-e fsvh2104       -3       xcvu35p_CIV
xcvu35p_CIV-fsvh2892-1-e fsvh2892       -1       xcvu35p_CIV
xcvu35p_CIV-fsvh2892-2-e fsvh2892       -2       xcvu35p_CIV
xcvu35p_CIV-fsvh2892-2L-e fsvh2892       -2L      xcvu35p_CIV
xcvu35p_CIV-fsvh2892-2LV-e fsvh2892       -2LV     xcvu35p_CIV
xcvu35p_CIV-fsvh2892-3-e fsvh2892       -3       xcvu35p_CIV
xcvu37p-fsvh2892-1-e     fsvh2892       -1       xcvu37p
xcvu37p-fsvh2892-2-e     fsvh2892       -2       xcvu37p
xcvu37p-fsvh2892-2L-e    fsvh2892       -2L      xcvu37p
xcvu37p-fsvh2892-2LV-e   fsvh2892       -2LV     xcvu37p
xcvu37p-fsvh2892-3-e     fsvh2892       -3       xcvu37p
xcvu37p_CIV-fsvh2892-1-e fsvh2892       -1       xcvu37p_CIV
xcvu37p_CIV-fsvh2892-2-e fsvh2892       -2       xcvu37p_CIV
xcvu37p_CIV-fsvh2892-2L-e fsvh2892       -2L      xcvu37p_CIV
xcvu37p_CIV-fsvh2892-2LV-e fsvh2892       -2LV     xcvu37p_CIV
xcvu37p_CIV-fsvh2892-3-e fsvh2892       -3       xcvu37p_CIV
xcvu3p-ffvc1517-1-e      ffvc1517       -1       xcvu3p
xcvu3p-ffvc1517-1-i      ffvc1517       -1       xcvu3p
xcvu3p-ffvc1517-2-e      ffvc1517       -2       xcvu3p
xcvu3p-ffvc1517-2-i      ffvc1517       -2       xcvu3p
xcvu3p-ffvc1517-2L-e     ffvc1517       -2L      xcvu3p
xcvu3p-ffvc1517-2LV-e    ffvc1517       -2LV     xcvu3p
xcvu3p-ffvc1517-3-e      ffvc1517       -3       xcvu3p
xcvu3p_CIV-ffvc1517-1-e  ffvc1517       -1       xcvu3p_CIV
xcvu3p_CIV-ffvc1517-1-i  ffvc1517       -1       xcvu3p_CIV
xcvu3p_CIV-ffvc1517-2-e  ffvc1517       -2       xcvu3p_CIV
xcvu3p_CIV-ffvc1517-2-i  ffvc1517       -2       xcvu3p_CIV
xcvu3p_CIV-ffvc1517-2L-e ffvc1517       -2L      xcvu3p_CIV
xcvu3p_CIV-ffvc1517-2LV-e ffvc1517       -2LV     xcvu3p_CIV
xcvu3p_CIV-ffvc1517-3-e  ffvc1517       -3       xcvu3p_CIV
xcvu440-flga2892-1-c     flga2892       -1       xcvu440
xcvu440-flga2892-1-i     flga2892       -1       xcvu440
xcvu440-flga2892-2-e     flga2892       -2       xcvu440
xcvu440-flga2892-2-i     flga2892       -2       xcvu440
xcvu440-flga2892-3-e     flga2892       -3       xcvu440
xcvu440-flgb2377-1-c     flgb2377       -1       xcvu440
xcvu440-flgb2377-1-i     flgb2377       -1       xcvu440
xcvu440-flgb2377-2-e     flgb2377       -2       xcvu440
xcvu440-flgb2377-2-i     flgb2377       -2       xcvu440
xcvu440-flgb2377-3-e     flgb2377       -3       xcvu440
xcvu440_CIV-flga2892-1-c flga2892       -1       xcvu440_CIV
xcvu440_CIV-flga2892-1-i flga2892       -1       xcvu440_CIV
xcvu440_CIV-flga2892-2-e flga2892       -2       xcvu440_CIV
xcvu440_CIV-flga2892-2-i flga2892       -2       xcvu440_CIV
xcvu440_CIV-flga2892-3-e flga2892       -3       xcvu440_CIV
xcvu440_CIV-flgb2377-1-c flgb2377       -1       xcvu440_CIV
xcvu440_CIV-flgb2377-1-i flgb2377       -1       xcvu440_CIV
xcvu440_CIV-flgb2377-2-e flgb2377       -2       xcvu440_CIV
xcvu440_CIV-flgb2377-2-i flgb2377       -2       xcvu440_CIV
xcvu440_CIV-flgb2377-3-e flgb2377       -3       xcvu440_CIV
xcvu45p-fsvh2104-1-e     fsvh2104       -1       xcvu45p
xcvu45p-fsvh2104-2-e     fsvh2104       -2       xcvu45p
xcvu45p-fsvh2104-2L-e    fsvh2104       -2L      xcvu45p
xcvu45p-fsvh2104-2LV-e   fsvh2104       -2LV     xcvu45p
xcvu45p-fsvh2104-3-e     fsvh2104       -3       xcvu45p
xcvu45p-fsvh2892-1-e     fsvh2892       -1       xcvu45p
xcvu45p-fsvh2892-2-e     fsvh2892       -2       xcvu45p
xcvu45p-fsvh2892-2L-e    fsvh2892       -2L      xcvu45p
xcvu45p-fsvh2892-2LV-e   fsvh2892       -2LV     xcvu45p
xcvu45p-fsvh2892-3-e     fsvh2892       -3       xcvu45p
xcvu45p_CIV-fsvh2104-1-e fsvh2104       -1       xcvu45p_CIV
xcvu45p_CIV-fsvh2104-2-e fsvh2104       -2       xcvu45p_CIV
xcvu45p_CIV-fsvh2104-2L-e fsvh2104       -2L      xcvu45p_CIV
xcvu45p_CIV-fsvh2104-2LV-e fsvh2104       -2LV     xcvu45p_CIV
xcvu45p_CIV-fsvh2104-3-e fsvh2104       -3       xcvu45p_CIV
xcvu45p_CIV-fsvh2892-1-e fsvh2892       -1       xcvu45p_CIV
xcvu45p_CIV-fsvh2892-2-e fsvh2892       -2       xcvu45p_CIV
xcvu45p_CIV-fsvh2892-2L-e fsvh2892       -2L      xcvu45p_CIV
xcvu45p_CIV-fsvh2892-2LV-e fsvh2892       -2LV     xcvu45p_CIV
xcvu45p_CIV-fsvh2892-3-e fsvh2892       -3       xcvu45p_CIV
xcvu47p-fsvh2892-1-e     fsvh2892       -1       xcvu47p
xcvu47p-fsvh2892-2-e     fsvh2892       -2       xcvu47p
xcvu47p-fsvh2892-2L-e    fsvh2892       -2L      xcvu47p
xcvu47p-fsvh2892-2LV-e   fsvh2892       -2LV     xcvu47p
xcvu47p-fsvh2892-3-e     fsvh2892       -3       xcvu47p
xcvu47p_CIV-fsvh2892-1-e fsvh2892       -1       xcvu47p_CIV
xcvu47p_CIV-fsvh2892-2-e fsvh2892       -2       xcvu47p_CIV
xcvu47p_CIV-fsvh2892-2L-e fsvh2892       -2L      xcvu47p_CIV
xcvu47p_CIV-fsvh2892-2LV-e fsvh2892       -2LV     xcvu47p_CIV
xcvu47p_CIV-fsvh2892-3-e fsvh2892       -3       xcvu47p_CIV
xcvu57p-fsvk2892-1-e     fsvk2892       -1       xcvu57p
xcvu57p-fsvk2892-2-e     fsvk2892       -2       xcvu57p
xcvu57p-fsvk2892-2L-e    fsvk2892       -2L      xcvu57p
xcvu57p-fsvk2892-2LV-e   fsvk2892       -2LV     xcvu57p
xcvu57p-fsvk2892-3-e     fsvk2892       -3       xcvu57p
xcvu57p_CIV-fsvk2892-1-e fsvk2892       -1       xcvu57p_CIV
xcvu57p_CIV-fsvk2892-2-e fsvk2892       -2       xcvu57p_CIV
xcvu57p_CIV-fsvk2892-2L-e fsvk2892       -2L      xcvu57p_CIV
xcvu57p_CIV-fsvk2892-2LV-e fsvk2892       -2LV     xcvu57p_CIV
xcvu57p_CIV-fsvk2892-3-e fsvk2892       -3       xcvu57p_CIV
xcvu5p-flva2104-1-e      flva2104       -1       xcvu5p
xcvu5p-flva2104-1-i      flva2104       -1       xcvu5p
xcvu5p-flva2104-2-e      flva2104       -2       xcvu5p
xcvu5p-flva2104-2-i      flva2104       -2       xcvu5p
xcvu5p-flva2104-2L-e     flva2104       -2L      xcvu5p
xcvu5p-flva2104-2LV-e    flva2104       -2LV     xcvu5p
xcvu5p-flva2104-3-e      flva2104       -3       xcvu5p
xcvu5p-flvb2104-1-e      flvb2104       -1       xcvu5p
xcvu5p-flvb2104-1-i      flvb2104       -1       xcvu5p
xcvu5p-flvb2104-2-e      flvb2104       -2       xcvu5p
xcvu5p-flvb2104-2-i      flvb2104       -2       xcvu5p
xcvu5p-flvb2104-2L-e     flvb2104       -2L      xcvu5p
xcvu5p-flvb2104-2LV-e    flvb2104       -2LV     xcvu5p
xcvu5p-flvb2104-3-e      flvb2104       -3       xcvu5p
xcvu5p-flvc2104-1-e      flvc2104       -1       xcvu5p
xcvu5p-flvc2104-1-i      flvc2104       -1       xcvu5p
xcvu5p-flvc2104-2-e      flvc2104       -2       xcvu5p
xcvu5p-flvc2104-2-i      flvc2104       -2       xcvu5p
xcvu5p-flvc2104-2L-e     flvc2104       -2L      xcvu5p
xcvu5p-flvc2104-2LV-e    flvc2104       -2LV     xcvu5p
xcvu5p-flvc2104-3-e      flvc2104       -3       xcvu5p
xcvu5p_CIV-flva2104-1-e  flva2104       -1       xcvu5p_CIV
xcvu5p_CIV-flva2104-1-i  flva2104       -1       xcvu5p_CIV
xcvu5p_CIV-flva2104-2-e  flva2104       -2       xcvu5p_CIV
xcvu5p_CIV-flva2104-2-i  flva2104       -2       xcvu5p_CIV
xcvu5p_CIV-flva2104-2L-e flva2104       -2L      xcvu5p_CIV
xcvu5p_CIV-flva2104-2LV-e flva2104       -2LV     xcvu5p_CIV
xcvu5p_CIV-flva2104-3-e  flva2104       -3       xcvu5p_CIV
xcvu5p_CIV-flvb2104-1-e  flvb2104       -1       xcvu5p_CIV
xcvu5p_CIV-flvb2104-1-i  flvb2104       -1       xcvu5p_CIV
xcvu5p_CIV-flvb2104-2-e  flvb2104       -2       xcvu5p_CIV
xcvu5p_CIV-flvb2104-2-i  flvb2104       -2       xcvu5p_CIV
xcvu5p_CIV-flvb2104-2L-e flvb2104       -2L      xcvu5p_CIV
xcvu5p_CIV-flvb2104-2LV-e flvb2104       -2LV     xcvu5p_CIV
xcvu5p_CIV-flvb2104-3-e  flvb2104       -3       xcvu5p_CIV
xcvu5p_CIV-flvc2104-1-e  flvc2104       -1       xcvu5p_CIV
xcvu5p_CIV-flvc2104-1-i  flvc2104       -1       xcvu5p_CIV
xcvu5p_CIV-flvc2104-2-e  flvc2104       -2       xcvu5p_CIV
xcvu5p_CIV-flvc2104-2-i  flvc2104       -2       xcvu5p_CIV
xcvu5p_CIV-flvc2104-2L-e flvc2104       -2L      xcvu5p_CIV
xcvu5p_CIV-flvc2104-2LV-e flvc2104       -2LV     xcvu5p_CIV
xcvu5p_CIV-flvc2104-3-e  flvc2104       -3       xcvu5p_CIV
xcvu7p-flva2104-1-e      flva2104       -1       xcvu7p
xcvu7p-flva2104-1-i      flva2104       -1       xcvu7p
xcvu7p-flva2104-2-e      flva2104       -2       xcvu7p
xcvu7p-flva2104-2-i      flva2104       -2       xcvu7p
xcvu7p-flva2104-2L-e     flva2104       -2L      xcvu7p
xcvu7p-flva2104-2LV-e    flva2104       -2LV     xcvu7p
xcvu7p-flva2104-3-e      flva2104       -3       xcvu7p
xcvu7p-flvb2104-1-e      flvb2104       -1       xcvu7p
xcvu7p-flvb2104-1-i      flvb2104       -1       xcvu7p
xcvu7p-flvb2104-2-e      flvb2104       -2       xcvu7p
xcvu7p-flvb2104-2-i      flvb2104       -2       xcvu7p
xcvu7p-flvb2104-2L-e     flvb2104       -2L      xcvu7p
xcvu7p-flvb2104-2LV-e    flvb2104       -2LV     xcvu7p
xcvu7p-flvb2104-3-e      flvb2104       -3       xcvu7p
xcvu7p-flvc2104-1-e      flvc2104       -1       xcvu7p
xcvu7p-flvc2104-1-i      flvc2104       -1       xcvu7p
xcvu7p-flvc2104-2-e      flvc2104       -2       xcvu7p
xcvu7p-flvc2104-2-i      flvc2104       -2       xcvu7p
xcvu7p-flvc2104-2L-e     flvc2104       -2L      xcvu7p
xcvu7p-flvc2104-2LV-e    flvc2104       -2LV     xcvu7p
xcvu7p-flvc2104-3-e      flvc2104       -3       xcvu7p
xcvu7p_CIV-flva2104-1-e  flva2104       -1       xcvu7p_CIV
xcvu7p_CIV-flva2104-1-i  flva2104       -1       xcvu7p_CIV
xcvu7p_CIV-flva2104-2-e  flva2104       -2       xcvu7p_CIV
xcvu7p_CIV-flva2104-2-i  flva2104       -2       xcvu7p_CIV
xcvu7p_CIV-flva2104-2L-e flva2104       -2L      xcvu7p_CIV
xcvu7p_CIV-flva2104-2LV-e flva2104       -2LV     xcvu7p_CIV
xcvu7p_CIV-flva2104-3-e  flva2104       -3       xcvu7p_CIV
xcvu7p_CIV-flvb2104-1-e  flvb2104       -1       xcvu7p_CIV
xcvu7p_CIV-flvb2104-1-i  flvb2104       -1       xcvu7p_CIV
xcvu7p_CIV-flvb2104-2-e  flvb2104       -2       xcvu7p_CIV
xcvu7p_CIV-flvb2104-2-i  flvb2104       -2       xcvu7p_CIV
xcvu7p_CIV-flvb2104-2L-e flvb2104       -2L      xcvu7p_CIV
xcvu7p_CIV-flvb2104-2LV-e flvb2104       -2LV     xcvu7p_CIV
xcvu7p_CIV-flvb2104-3-e  flvb2104       -3       xcvu7p_CIV
xcvu7p_CIV-flvc2104-1-e  flvc2104       -1       xcvu7p_CIV
xcvu7p_CIV-flvc2104-1-i  flvc2104       -1       xcvu7p_CIV
xcvu7p_CIV-flvc2104-2-e  flvc2104       -2       xcvu7p_CIV
xcvu7p_CIV-flvc2104-2-i  flvc2104       -2       xcvu7p_CIV
xcvu7p_CIV-flvc2104-2L-e flvc2104       -2L      xcvu7p_CIV
xcvu7p_CIV-flvc2104-2LV-e flvc2104       -2LV     xcvu7p_CIV
xcvu7p_CIV-flvc2104-3-e  flvc2104       -3       xcvu7p_CIV
xcvu9p-flga2104-1-e      flga2104       -1       xcvu9p
xcvu9p-flga2104-1-i      flga2104       -1       xcvu9p
xcvu9p-flga2104-2-e      flga2104       -2       xcvu9p
xcvu9p-flga2104-2-i      flga2104       -2       xcvu9p
xcvu9p-flga2104-2L-e     flga2104       -2L      xcvu9p
xcvu9p-flga2104-2LV-e    flga2104       -2LV     xcvu9p
xcvu9p-flga2104-3-e      flga2104       -3       xcvu9p
xcvu9p-flga2577-1-e      flga2577       -1       xcvu9p
xcvu9p-flga2577-1-i      flga2577       -1       xcvu9p
xcvu9p-flga2577-2-e      flga2577       -2       xcvu9p
xcvu9p-flga2577-2-i      flga2577       -2       xcvu9p
xcvu9p-flga2577-2L-e     flga2577       -2L      xcvu9p
xcvu9p-flga2577-2LV-e    flga2577       -2LV     xcvu9p
xcvu9p-flga2577-3-e      flga2577       -3       xcvu9p
xcvu9p-flgb2104-1-e      flgb2104       -1       xcvu9p
xcvu9p-flgb2104-1-i      flgb2104       -1       xcvu9p
xcvu9p-flgb2104-2-e      flgb2104       -2       xcvu9p
xcvu9p-flgb2104-2-i      flgb2104       -2       xcvu9p
xcvu9p-flgb2104-2L-e     flgb2104       -2L      xcvu9p
xcvu9p-flgb2104-2LV-e    flgb2104       -2LV     xcvu9p
xcvu9p-flgb2104-3-e      flgb2104       -3       xcvu9p
xcvu9p-flgc2104-1-e      flgc2104       -1       xcvu9p
xcvu9p-flgc2104-1-i      flgc2104       -1       xcvu9p
xcvu9p-flgc2104-2-e      flgc2104       -2       xcvu9p
xcvu9p-flgc2104-2-i      flgc2104       -2       xcvu9p
xcvu9p-flgc2104-2L-e     flgc2104       -2L      xcvu9p
xcvu9p-flgc2104-2LV-e    flgc2104       -2LV     xcvu9p
xcvu9p-flgc2104-3-e      flgc2104       -3       xcvu9p
xcvu9p-fsgd2104-1-e      fsgd2104       -1       xcvu9p
xcvu9p-fsgd2104-1-i      fsgd2104       -1       xcvu9p
xcvu9p-fsgd2104-2-e      fsgd2104       -2       xcvu9p
xcvu9p-fsgd2104-2-i      fsgd2104       -2       xcvu9p
xcvu9p-fsgd2104-2L-e     fsgd2104       -2L      xcvu9p
xcvu9p-fsgd2104-2LV-e    fsgd2104       -2LV     xcvu9p
xcvu9p-fsgd2104-3-e      fsgd2104       -3       xcvu9p
xcvu9p_CIV-flga2104-1-e  flga2104       -1       xcvu9p_CIV
xcvu9p_CIV-flga2104-1-i  flga2104       -1       xcvu9p_CIV
xcvu9p_CIV-flga2104-2-e  flga2104       -2       xcvu9p_CIV
xcvu9p_CIV-flga2104-2-i  flga2104       -2       xcvu9p_CIV
xcvu9p_CIV-flga2104-2L-e flga2104       -2L      xcvu9p_CIV
xcvu9p_CIV-flga2104-2LV-e flga2104       -2LV     xcvu9p_CIV
xcvu9p_CIV-flga2104-3-e  flga2104       -3       xcvu9p_CIV
xcvu9p_CIV-flga2577-1-e  flga2577       -1       xcvu9p_CIV
xcvu9p_CIV-flga2577-1-i  flga2577       -1       xcvu9p_CIV
xcvu9p_CIV-flga2577-2-e  flga2577       -2       xcvu9p_CIV
xcvu9p_CIV-flga2577-2-i  flga2577       -2       xcvu9p_CIV
xcvu9p_CIV-flga2577-2L-e flga2577       -2L      xcvu9p_CIV
xcvu9p_CIV-flga2577-2LV-e flga2577       -2LV     xcvu9p_CIV
xcvu9p_CIV-flga2577-3-e  flga2577       -3       xcvu9p_CIV
xcvu9p_CIV-flgb2104-1-e  flgb2104       -1       xcvu9p_CIV
xcvu9p_CIV-flgb2104-1-i  flgb2104       -1       xcvu9p_CIV
xcvu9p_CIV-flgb2104-2-e  flgb2104       -2       xcvu9p_CIV
xcvu9p_CIV-flgb2104-2-i  flgb2104       -2       xcvu9p_CIV
xcvu9p_CIV-flgb2104-2L-e flgb2104       -2L      xcvu9p_CIV
xcvu9p_CIV-flgb2104-2LV-e flgb2104       -2LV     xcvu9p_CIV
xcvu9p_CIV-flgb2104-3-e  flgb2104       -3       xcvu9p_CIV
xcvu9p_CIV-flgc2104-1-e  flgc2104       -1       xcvu9p_CIV
xcvu9p_CIV-flgc2104-1-i  flgc2104       -1       xcvu9p_CIV
xcvu9p_CIV-flgc2104-2-e  flgc2104       -2       xcvu9p_CIV
xcvu9p_CIV-flgc2104-2-i  flgc2104       -2       xcvu9p_CIV
xcvu9p_CIV-flgc2104-2L-e flgc2104       -2L      xcvu9p_CIV
xcvu9p_CIV-flgc2104-2LV-e flgc2104       -2LV     xcvu9p_CIV
xcvu9p_CIV-flgc2104-3-e  flgc2104       -3       xcvu9p_CIV
xcvu9p_CIV-fsgd2104-1-e  fsgd2104       -1       xcvu9p_CIV
xcvu9p_CIV-fsgd2104-1-i  fsgd2104       -1       xcvu9p_CIV
xcvu9p_CIV-fsgd2104-2-e  fsgd2104       -2       xcvu9p_CIV
xcvu9p_CIV-fsgd2104-2-i  fsgd2104       -2       xcvu9p_CIV
xcvu9p_CIV-fsgd2104-2L-e fsgd2104       -2L      xcvu9p_CIV
xcvu9p_CIV-fsgd2104-2LV-e fsgd2104       -2LV     xcvu9p_CIV
xcvu9p_CIV-fsgd2104-3-e  fsgd2104       -3       xcvu9p_CIV
xczu11eg-ffvb1517-1-e    ffvb1517       -1       xczu11eg
xczu11eg-ffvb1517-1-i    ffvb1517       -1       xczu11eg
xczu11eg-ffvb1517-1L-i   ffvb1517       -1L      xczu11eg
xczu11eg-ffvb1517-1LV-i  ffvb1517       -1LV     xczu11eg
xczu11eg-ffvb1517-2-e    ffvb1517       -2       xczu11eg
xczu11eg-ffvb1517-2-i    ffvb1517       -2       xczu11eg
xczu11eg-ffvb1517-2L-e   ffvb1517       -2L      xczu11eg
xczu11eg-ffvb1517-2LV-e  ffvb1517       -2LV     xczu11eg
xczu11eg-ffvb1517-3-e    ffvb1517       -3       xczu11eg
xczu11eg-ffvc1156-1-e    ffvc1156       -1       xczu11eg
xczu11eg-ffvc1156-1-i    ffvc1156       -1       xczu11eg
xczu11eg-ffvc1156-1L-i   ffvc1156       -1L      xczu11eg
xczu11eg-ffvc1156-1LV-i  ffvc1156       -1LV     xczu11eg
xczu11eg-ffvc1156-2-e    ffvc1156       -2       xczu11eg
xczu11eg-ffvc1156-2-i    ffvc1156       -2       xczu11eg
xczu11eg-ffvc1156-2L-e   ffvc1156       -2L      xczu11eg
xczu11eg-ffvc1156-2LV-e  ffvc1156       -2LV     xczu11eg
xczu11eg-ffvc1156-3-e    ffvc1156       -3       xczu11eg
xczu11eg-ffvc1760-1-e    ffvc1760       -1       xczu11eg
xczu11eg-ffvc1760-1-i    ffvc1760       -1       xczu11eg
xczu11eg-ffvc1760-1L-i   ffvc1760       -1L      xczu11eg
xczu11eg-ffvc1760-1LV-i  ffvc1760       -1LV     xczu11eg
xczu11eg-ffvc1760-2-e    ffvc1760       -2       xczu11eg
xczu11eg-ffvc1760-2-i    ffvc1760       -2       xczu11eg
xczu11eg-ffvc1760-2L-e   ffvc1760       -2L      xczu11eg
xczu11eg-ffvc1760-2LV-e  ffvc1760       -2LV     xczu11eg
xczu11eg-ffvc1760-3-e    ffvc1760       -3       xczu11eg
xczu11eg-ffvf1517-1-e    ffvf1517       -1       xczu11eg
xczu11eg-ffvf1517-1-i    ffvf1517       -1       xczu11eg
xczu11eg-ffvf1517-1L-i   ffvf1517       -1L      xczu11eg
xczu11eg-ffvf1517-1LV-i  ffvf1517       -1LV     xczu11eg
xczu11eg-ffvf1517-2-e    ffvf1517       -2       xczu11eg
xczu11eg-ffvf1517-2-i    ffvf1517       -2       xczu11eg
xczu11eg-ffvf1517-2L-e   ffvf1517       -2L      xczu11eg
xczu11eg-ffvf1517-2LV-e  ffvf1517       -2LV     xczu11eg
xczu11eg-ffvf1517-3-e    ffvf1517       -3       xczu11eg
xczu15eg-ffvb1156-1-e    ffvb1156       -1       xczu15eg
xczu15eg-ffvb1156-1-i    ffvb1156       -1       xczu15eg
xczu15eg-ffvb1156-1L-i   ffvb1156       -1L      xczu15eg
xczu15eg-ffvb1156-1LV-i  ffvb1156       -1LV     xczu15eg
xczu15eg-ffvb1156-2-e    ffvb1156       -2       xczu15eg
xczu15eg-ffvb1156-2-i    ffvb1156       -2       xczu15eg
xczu15eg-ffvb1156-2L-e   ffvb1156       -2L      xczu15eg
xczu15eg-ffvb1156-2LV-e  ffvb1156       -2LV     xczu15eg
xczu15eg-ffvb1156-3-e    ffvb1156       -3       xczu15eg
xczu15eg-ffvc900-1-e     ffvc900        -1       xczu15eg
xczu15eg-ffvc900-1-i     ffvc900        -1       xczu15eg
xczu15eg-ffvc900-1L-i    ffvc900        -1L      xczu15eg
xczu15eg-ffvc900-1LV-i   ffvc900        -1LV     xczu15eg
xczu15eg-ffvc900-2-e     ffvc900        -2       xczu15eg
xczu15eg-ffvc900-2-i     ffvc900        -2       xczu15eg
xczu15eg-ffvc900-2L-e    ffvc900        -2L      xczu15eg
xczu15eg-ffvc900-2LV-e   ffvc900        -2LV     xczu15eg
xczu15eg-ffvc900-3-e     ffvc900        -3       xczu15eg
xczu17eg-ffvb1517-1-e    ffvb1517       -1       xczu17eg
xczu17eg-ffvb1517-1-i    ffvb1517       -1       xczu17eg
xczu17eg-ffvb1517-1L-i   ffvb1517       -1L      xczu17eg
xczu17eg-ffvb1517-1LV-i  ffvb1517       -1LV     xczu17eg
xczu17eg-ffvb1517-2-e    ffvb1517       -2       xczu17eg
xczu17eg-ffvb1517-2-i    ffvb1517       -2       xczu17eg
xczu17eg-ffvb1517-2L-e   ffvb1517       -2L      xczu17eg
xczu17eg-ffvb1517-2LV-e  ffvb1517       -2LV     xczu17eg
xczu17eg-ffvb1517-3-e    ffvb1517       -3       xczu17eg
xczu17eg-ffvc1760-1-e    ffvc1760       -1       xczu17eg
xczu17eg-ffvc1760-1-i    ffvc1760       -1       xczu17eg
xczu17eg-ffvc1760-1L-i   ffvc1760       -1L      xczu17eg
xczu17eg-ffvc1760-1LV-i  ffvc1760       -1LV     xczu17eg
xczu17eg-ffvc1760-2-e    ffvc1760       -2       xczu17eg
xczu17eg-ffvc1760-2-i    ffvc1760       -2       xczu17eg
xczu17eg-ffvc1760-2L-e   ffvc1760       -2L      xczu17eg
